Local time,Open,High,Low,Close,Volume
22.02.2024 23:00:00.000 GMT+0100,1.08237,1.08397,1.08121,1.08246,155962.56050000002
25.02.2024 23:00:00.000 GMT+0100,1.08339,1.08600,1.08128,1.08512,138041.42080000002
26.02.2024 23:00:00.000 GMT+0100,1.08513,1.08661,1.08331,1.08448,134615.3886
27.02.2024 23:00:00.000 GMT+0100,1.08450,1.08485,1.07967,1.08388,166592.9407
28.02.2024 23:00:00.000 GMT+0100,1.08389,1.08560,1.07959,1.08060,229144.5497
29.02.2024 23:00:00.000 GMT+0100,1.08059,1.08434,1.07982,1.08407,176798.83990000002
03.03.2024 23:00:00.000 GMT+0100,1.08416,1.08668,1.08379,1.08559,130652.38009999998
04.03.2024 23:00:00.000 GMT+0100,1.08561,1.08763,1.08405,1.08571,151681.0901
05.03.2024 23:00:00.000 GMT+0100,1.08573,1.09154,1.08423,1.08989,175385.3407
06.03.2024 23:00:00.000 GMT+0100,1.08994,1.09492,1.08680,1.09486,182616.5312
07.03.2024 23:00:00.000 GMT+0100,1.09486,1.09815,1.09184,1.09417,192989.23030000002
10.03.2024 22:00:00.000 GMT+0100,1.09492,1.09492,1.09147,1.09264,138712.36190000002
11.03.2024 22:00:00.000 GMT+0100,1.09264,1.09440,1.09024,1.09271,216266.55040000004
12.03.2024 22:00:00.000 GMT+0100,1.09272,1.09640,1.09202,1.09480,152949.52060000002
13.03.2024 22:00:00.000 GMT+0100,1.09488,1.09550,1.08808,1.08836,198067.5027
14.03.2024 22:00:00.000 GMT+0100,1.08838,1.08998,1.08732,1.08905,175364.291
17.03.2024 22:00:00.000 GMT+0100,1.08947,1.09062,1.08662,1.08725,155476.49049999999
18.03.2024 22:00:00.000 GMT+0100,1.08731,1.08767,1.08348,1.08664,172453.71099999998
19.03.2024 22:00:00.000 GMT+0100,1.08669,1.09231,1.08366,1.09225,217715.3811
20.03.2024 22:00:00.000 GMT+0100,1.09228,1.09428,1.08556,1.08607,244449.96019999997
21.03.2024 22:00:00.000 GMT+0100,1.08607,1.08682,1.08019,1.08095,188815.7201
24.03.2024 22:00:00.000 GMT+0100,1.08102,1.08425,1.08023,1.08378,146157.7824
25.03.2024 22:00:00.000 GMT+0100,1.08382,1.08644,1.08244,1.08321,160047.14990000002
26.03.2024 22:00:00.000 GMT+0100,1.08321,1.08392,1.08109,1.08278,152456.4393
27.03.2024 22:00:00.000 GMT+0100,1.08277,1.08284,1.07752,1.07890,186228.35899999997
28.03.2024 22:00:00.000 GMT+0100,1.07901,1.08071,1.07686,1.07962,160833.2118
31.03.2024 23:00:00.000 GMT+0200,1.07904,1.07989,1.07311,1.07437,134564.2308
01.04.2024 23:00:00.000 GMT+0200,1.07441,1.07792,1.07248,1.07701,186450.11889999997
02.04.2024 23:00:00.000 GMT+0200,1.07703,1.08370,1.07642,1.08367,159305.2098
03.04.2024 23:00:00.000 GMT+0200,1.08371,1.08766,1.08319,1.08377,174878.7805
04.04.2024 23:00:00.000 GMT+0200,1.08377,1.08482,1.07914,1.08377,217750.8203
07.04.2024 23:00:00.000 GMT+0200,1.08389,1.08623,1.08210,1.08594,160801.10970000003
08.04.2024 23:00:00.000 GMT+0200,1.08602,1.08852,1.08478,1.08578,142879.29929999998
09.04.2024 23:00:00.000 GMT+0200,1.08578,1.08666,1.07289,1.07427,260065.08120000004
10.04.2024 23:00:00.000 GMT+0200,1.07433,1.07567,1.06994,1.07268,207654.7696
11.04.2024 23:00:00.000 GMT+0200,1.07270,1.07299,1.06228,1.06442,181650.49039999998
14.04.2024 23:00:00.000 GMT+0200,1.06400,1.06654,1.06205,1.06247,175330.26000000004
15.04.2024 23:00:00.000 GMT+0200,1.06246,1.06537,1.06013,1.06192,223791.0202
16.04.2024 23:00:00.000 GMT+0200,1.06198,1.06797,1.06061,1.06733,205603.8106
17.04.2024 23:00:00.000 GMT+0200,1.06739,1.06901,1.06415,1.06440,164612.4787
18.04.2024 23:00:00.000 GMT+0200,1.06442,1.06777,1.06107,1.06578,239117.86840000004
21.04.2024 23:00:00.000 GMT+0200,1.06577,1.06708,1.06241,1.06544,122602.41930000001
22.04.2024 23:00:00.000 GMT+0200,1.06559,1.07114,1.06386,1.07013,170774.5598
23.04.2024 23:00:00.000 GMT+0200,1.07013,1.07145,1.06782,1.06991,132581.0511
24.04.2024 23:00:00.000 GMT+0200,1.06997,1.07406,1.06786,1.07305,190123.2809
25.04.2024 23:00:00.000 GMT+0200,1.07307,1.07530,1.06740,1.06957,186031.27709999998
